Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
1320,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.045437563,0.994037271,0.223401219,,,,
1403,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
1403,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.053452689,1.028260946,0.220239952,,,,
1487,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
1487,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059795845,1.058386207,0.218275487,,,,
1571,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
1571,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.064865328,1.082823992,0.217946872,,,,
1654,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426989,,,,
1654,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.069377586,1.101371408,0.223474771,,,,
1738,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426952,,,,
1738,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.073696829,1.11466372,0.234260812,,,,
1821,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
1821,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.076818369,1.124485493,0.245246798,,,,
1905,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
1905,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.077710949,1.131611228,0.254391581,,,,
1989,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
1989,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.074797727,1.138881087,0.260275394,,,,
2072,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426855,,,,
2072,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063693933,1.150581241,0.272160321,,,,
2156,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
2156,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057311807,1.172755599,0.301159292,,,,
2239,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
2239,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.049225155,1.193198204,0.338593632,,,,
2323,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
2323,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.053226568,1.212219954,0.370926738,,,,
2406,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
2406,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.0585558,1.228578329,0.387853116,,,,
2489,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
2489,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059427418,1.242471576,0.39494589,,,,
2573,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426922,,,,
2573,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.054649804,1.254337072,0.398809224,,,,
2657,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
2657,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.05080672,1.269594908,0.402972937,,,,
2740,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
2740,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.05465214,1.274441123,0.416481644,,,,
2824,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
2824,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063510299,1.281594396,0.426432431,,,,
2907,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426915,,,,
2907,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.065861732,1.286939502,0.430354595,,,,
2991,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998215,0.105426908,,,,
2991,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063480012,1.288824439,0.432209224,,,,
3061,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
3061,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.065320842,1.293214202,0.435411513,,,,
3145,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
3145,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062311705,1.293220997,0.437893152,,,,
3228,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
3228,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.064069897,1.296537876,0.439851433,,,,
3312,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426915,,,,
3312,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063927718,1.297024608,0.440105408,,,,
3396,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
3396,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063878953,1.296679497,0.440896153,,,,
3479,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
3479,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063596636,1.296126127,0.441761225,,,,
3563,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779982209,0.105426937,,,,
3563,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063278526,1.298305154,0.44155553,,,,
3646,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
3646,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062812038,1.302375555,0.441318244,,,,
3730,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779982209,0.105426945,,,,
3730,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063337743,1.305876851,0.441784918,,,,
3813,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
3813,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.064580806,1.307739019,0.442728311,,,,
3897,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
3897,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.066041119,1.306398869,0.445473522,,,,
3981,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
3981,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.064967394,1.305592418,0.447190225,,,,
4064,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426922,,,,
4064,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062634557,1.304465055,0.448035568,,,,
4147,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105427012,,,,
4147,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.061976898,1.304911971,0.44773227,,,,
4230,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.105426908,,,,
4230,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.061134331,1.305732965,0.447489917,,,,
4314,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
4314,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.060303431,1.306442142,0.447191894,,,,
4398,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.1054269,,,,
4398,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059574917,1.307431579,0.446311176,,,,
4481,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105427019,,,,
4481,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.058689445,1.308490753,0.444846779,,,,
4565,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
4565,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059191398,1.308423758,0.443825841,,,,
4648,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
4648,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.061037026,1.31011796,0.442741632,,,,
4732,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
4732,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062363863,1.311492205,0.44167763,,,,
4815,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
4815,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063445248,1.313271284,0.440305531,,,,
4898,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
4898,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062853739,1.312978506,0.439869553,,,,
4982,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
4982,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.060774241,1.311822176,0.4394072,,,,
5066,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426952,,,,
5066,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059438903,1.309746861,0.439242512,,,,
5136,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
5136,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059910446,1.30858016,0.439224899,,,,
5220,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
5220,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.061059725,1.30792439,0.438979894,,,,
5303,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
5303,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.061458994,1.307317615,0.439539641,,,,
5387,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.10542684,,,,
5387,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.06050694,1.307985187,0.439938456,,,,
5470,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
5470,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059016611,1.308052301,0.440262198,,,,
5554,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426922,,,,
5554,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057553619,1.307840109,0.440160185,,,,
5637,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
5637,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.056828056,1.307528734,0.440563411,,,,
5721,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
5721,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.056853093,1.308007598,0.440378994,,,,
5804,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
5804,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.05751292,1.308335423,0.440042377,,,,
5888,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
5888,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059254885,1.30751276,0.440116554,,,,
5971,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
5971,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059796076,1.307537079,0.439738721,,,,
6055,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.779981971,0.105426908,,,,
6055,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.060367487,1.307516575,0.439405113,,,,
6139,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
6139,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.060192782,1.307991862,0.43861416,,,,
6222,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.1054269,,,,
6222,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059011538,1.308224797,0.438054711,,,,
6306,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
6306,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.058544617,1.308879733,0.437516063,,,,
6389,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
6389,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057855681,1.309642673,0.436510652,,,,
6473,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998215,0.105426975,,,,
6473,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057883978,1.309638023,0.436156303,,,,
6556,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
6556,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057367299,1.309380054,0.435496092,,,,
6640,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
6640,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.056907602,1.309413791,0.435383081,,,,
6723,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
6723,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.056642663,1.309451222,0.435299426,,,,
6806,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
6806,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.056980968,1.309043407,0.435373902,,,,
6890,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
6890,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057895306,1.308154106,0.436072677,,,,
6973,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
6973,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.058210287,1.308214784,0.436033338,,,,
7057,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
7057,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.058366247,1.30830574,0.436224282,,,,
7140,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105427019,,,,
7140,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.058302421,1.3101964,0.435808718,,,,
7224,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
7224,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.05780255,1.310652375,0.43576324,,,,
7294,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
7294,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057458077,1.312167168,0.43552506,,,,
7378,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426952,,,,
7378,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057298984,1.312949181,0.435389102,,,,
7461,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
7461,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057235334,1.312569737,0.436798662,,,,
7545,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.10542696,,,,
7545,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057078753,1.311902761,0.437184751,,,,
7628,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998209,0.105426915,,,,
7628,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057106894,1.311825514,0.43739593,,,,
7712,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
7712,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.057831652,1.312128425,0.437603414,,,,
7795,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.10542687,,,,
7795,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.058685616,1.312388301,0.437194318,,,,
7879,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
7879,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.059602987,1.312486172,0.436914206,,,,
7962,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
7962,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.06027244,1.311580062,0.436922878,,,,
8046,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426952,,,,
8046,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.060988266,1.31055367,0.437395245,,,,
8130,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
8130,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.06189391,1.309503794,0.437981576,,,,
8213,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.10542696,,,,
8213,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062475607,1.308637977,0.438721061,,,,
8296,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426937,,,,
8296,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062740982,1.308047175,0.439017296,,,,
8379,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
8379,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062553845,1.307684541,0.438890338,,,,
8463,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.779981971,0.105426982,,,,
8463,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062658198,1.30781126,0.438422114,,,,
8547,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426922,,,,
8547,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062742695,1.307671189,0.438113809,,,,
8630,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
8630,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062862858,1.307817221,0.437846273,,,,
8714,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167848,0.77998209,0.105426788,,,,
8714,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062967494,1.307702065,0.437916756,,,,
8797,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426952,,,,
8797,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063082367,1.307475209,0.437997937,,,,
8881,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
8881,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063005343,1.307398319,0.438076973,,,,
8964,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.10542687,,,,
8964,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.0627378,1.307089448,0.438162446,,,,
9048,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105427004,,,,
9048,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062317818,1.30724895,0.437826842,,,,
9131,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
9131,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062076643,1.307253838,0.437608153,,,,
9215,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998209,0.105426982,,,,
9215,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.061932046,1.306739688,0.437539667,,,,
9298,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
9298,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062028658,1.306215167,0.437641144,,,,
9382,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426952,,,,
9382,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.062398911,1.305565834,0.437991798,,,,
9465,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426982,,,,
9465,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.06286975,1.305189371,0.438177496,,,,
9536,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167728,0.77998203,0.105426967,,,,
9536,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063352466,1.305223703,0.437931627,,,,
9619,,,9/28/2022 12:07,FingerFollowData,,,LeftControllerPosition,-0.824167788,0.77998203,0.105426915,,,,
9619,,,9/28/2022 12:07,FingerFollowData,,,RightControllerPosition,0.063587904,1.305351615,0.437550962,,,,
