Value.ElapsedTime,Value.Time,Value.TimerShowed,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
3563,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.03653727099299431,-0.2508876621723175,0.30910348892211914
3647,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619770407676697,0.10712587088346481
3647,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.0427747517824173,-0.23598073422908783,0.31819164752960205
3730,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767427444458,0.10712609440088272
3730,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.04762968048453331,-0.2207052856683731,0.32715681195259094
3814,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197659373283386,0.10712597519159317
3814,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.05323906987905502,-0.2090703845024109,0.34365370869636536
3897,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197662353515625,0.10712599009275436
3897,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.061929620802402496,-0.20277853310108185,0.3683030903339386
3980,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.361976683139801,0.10712584108114243
3980,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.07193217426538467,-0.1991157829761505,0.39434850215911865
4050,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619768023490906,0.10712595283985138
4050,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.07877139002084732,-0.1960192173719406,0.41175106167793274
4134,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197683215141296,0.10712596774101257
4134,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.08742573857307434,-0.19221800565719604,0.4313008487224579
4217,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438345789909363,-0.3619768023490906,0.1071256697177887
4217,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.09445556998252869,-0.18580962717533112,0.45184338092803955
4301,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.361976683139801,0.10712604224681854
4301,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.09793775528669357,-0.18096207082271576,0.46996408700942993
4385,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197683215141296,0.10712596774101257
4385,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.10231316089630127,-0.1757318079471588,0.48399055004119873
4469,2022-09-28 12:10:30 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197686195373535,0.10712601244449615
4469,2022-09-28 12:10:30 PM,,PegboardData,,,RightControllerPosition,0.11097218841314316,-0.16826367378234863,0.4966120719909668
4552,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197683215141296,0.10712596774101257
4552,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.12133017182350159,-0.16220654547214508,0.5074821710586548
4635,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197683215141296,0.10712596774101257
4635,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.12384145706892014,-0.16497838497161865,0.5121750235557556
4718,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767427444458,0.10712609440088272
4718,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.1233631819486618,-0.17204108834266663,0.515856146812439
4803,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619769513607025,0.10712605714797974
4803,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.1282791644334793,-0.17448624968528748,0.5220761895179749
4885,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197683215141296,0.10712596774101257
4885,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.1298939287662506,-0.16890685260295868,0.5200366377830505
4967,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.843834400177002,-0.3619767725467682,0.1071261316537857
4967,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.12572398781776428,-0.16458414494991302,0.5055543780326843
5051,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619770109653473,0.10712585598230362
5051,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.11852920055389404,-0.1661071479320526,0.4674628973007202
5136,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619769811630249,0.10712582617998123
5136,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.10852634906768799,-0.1848200559616089,0.42339006066322327
5218,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.361976683139801,0.10712582617998123
5218,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.10376078635454178,-0.2052580714225769,0.3942096531391144
5302,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619769215583801,0.10712602734565735
5302,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.09974474459886551,-0.22044789791107178,0.38238152861595154
5385,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619767427444458,0.1071259006857872
5385,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.09290201216936111,-0.23793113231658936,0.37338536977767944
5469,2022-09-28 12:10:31 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619765639305115,0.10712609440088272
5469,2022-09-28 12:10:31 PM,,PegboardData,,,RightControllerPosition,0.08710673451423645,-0.25946924090385437,0.3609684109687805
5552,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438345789909363,-0.36197662353515625,0.10712575912475586
5552,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.08377321064472198,-0.27573254704475403,0.3468673825263977
5636,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438345789909363,-0.36197662353515625,0.10712575912475586
5636,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.08506474643945694,-0.2875816822052002,0.3437102138996124
5720,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.361976683139801,0.10712604969739914
5720,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.0881240963935852,-0.29277780652046204,0.3480062782764435
5803,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767427444458,0.10712609440088272
5803,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.08760027587413788,-0.29557037353515625,0.3473513126373291
5887,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.361976683139801,0.10712604969739914
5887,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.08819844573736191,-0.29901471734046936,0.3406861126422882
5970,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438345789909363,-0.36197662353515625,0.10712575912475586
5970,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.09202519059181213,-0.3048410713672638,0.3254038393497467
6055,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619769215583801,0.10712602734565735
6055,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.09613385051488876,-0.3101803958415985,0.3141174912452698
6137,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619769513607025,0.10712581127882004
6137,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.09523429721593857,-0.3146013021469116,0.30704742670059204
6221,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197686195373535,0.10712597519159317
6221,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.09380307793617249,-0.31174615025520325,0.30292680859565735
6305,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.843834400177002,-0.36197662353515625,0.1071261614561081
6305,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.09023281186819077,-0.314913809299469,0.3000141680240631
6374,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.361976683139801,0.10712604224681854
6374,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.08819025754928589,-0.31500810384750366,0.2987213134765625
6458,2022-09-28 12:10:32 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619770109653473,0.10712585598230362
6458,2022-09-28 12:10:32 PM,,PegboardData,,,RightControllerPosition,0.08657950907945633,-0.31161078810691833,0.29750916361808777
6542,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197683215141296,0.10712596774101257
6542,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.08647718280553818,-0.3110271394252777,0.29843223094940186
6625,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.36197710037231445,0.1071259155869484
6625,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.08747395873069763,-0.30871498584747314,0.3009776473045349
6709,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619769215583801,0.10712602734565735
6709,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.08886455744504929,-0.29727816581726074,0.30608829855918884
6793,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619769513607025,0.10712605714797974
6793,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09010828286409378,-0.28214213252067566,0.31475716829299927
6876,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197659373283386,0.10712597519159317
6876,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09096921980381012,-0.26077941060066223,0.3271108865737915
6959,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619765043258667,0.10712604224681854
6959,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09078400582075119,-0.23877045512199402,0.339849591255188
7043,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767427444458,0.10712609440088272
7043,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09079555422067642,-0.21950550377368927,0.3536832630634308
7127,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.361976683139801,0.10712582617998123
7127,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09205887466669083,-0.20805005729198456,0.37012049555778503
7210,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.361976683139801,0.10712582617998123
7210,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09484518319368362,-0.20127198100090027,0.3909185826778412
7294,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767129421234,0.10712608695030212
7294,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.09614595025777817,-0.1942678540945053,0.4123688340187073
7377,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.36197686195373535,0.10712601244449615
7377,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.0968300849199295,-0.18722201883792877,0.43409493565559387
7461,2022-09-28 12:10:33 PM,,PegboardData,,,LeftControllerPosition,-0.843834400177002,-0.3619768023490906,0.1071261465549469
7461,2022-09-28 12:10:33 PM,,PegboardData,,,RightControllerPosition,0.0976279079914093,-0.1812400370836258,0.4547025263309479
7544,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619765043258667,0.10712604224681854
7544,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.09693165123462677,-0.17764417827129364,0.4732605516910553
7628,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619770109653473,0.10712585598230362
7628,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.09837645292282104,-0.1745644211769104,0.48665541410446167
7712,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767427444458,0.10712609440088272
7712,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10200487077236176,-0.17562000453472137,0.49832743406295776
7796,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.361976683139801,0.10712582617998123
7796,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10429340600967407,-0.17622533440589905,0.5059157013893127
7879,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.361976683139801,0.10712604224681854
7879,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10514846444129944,-0.1768878549337387,0.5148360729217529
7960,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438345789909363,-0.3619767725467682,0.1071256473660469
7960,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10618609935045242,-0.1743522733449936,0.5222612619400024
8046,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.361976683139801,0.10712604224681854
8046,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10652586817741394,-0.17146115005016327,0.5262202024459839
8130,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767427444458,0.10712609440088272
8130,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10763585567474365,-0.17116187512874603,0.5295142531394958
8211,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619769215583801,0.10712604224681854
8211,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10756948590278625,-0.17221234738826752,0.531721830368042
8297,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619764745235443,0.10712584108114243
8297,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10796528309583664,-0.1750389039516449,0.5343207716941833
8378,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438344597816467,-0.3619767129421234,0.10712608695030212
8378,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10840095579624176,-0.17666438221931458,0.5356594324111938
8461,2022-09-28 12:10:34 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619767427444458,0.1071259006857872
8461,2022-09-28 12:10:34 PM,,PegboardData,,,RightControllerPosition,0.10865137726068497,-0.17738112807273865,0.5359551906585693
8545,2022-09-28 12:10:35 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619767427444458,0.1071259006857872
8545,2022-09-28 12:10:35 PM,,PegboardData,,,RightControllerPosition,0.10869236290454865,-0.17675000429153442,0.535439133644104
8615,2022-09-28 12:10:35 PM,,PegboardData,,,LeftControllerPosition,-0.8438345193862915,-0.3619765341281891,0.1071258932352066
